Dataset including locations of surface slope breaks displaced upstream from flexural grounding line
Column 1: x-position (meters) on South Polar stereographic projection
Column 2: y-position (meters) on South Polar stereographic projection
Column 3: Displacement (meters) of surface slope break (Ib) from flexural grounding line (F)

x(m),y(m),displacement(m)
-1390580.91146923,319709.504092401,473.940093267071
-1408455.51067777,645686.012647423,2309.48531125053
-1413372.56691138,379737.214227244,8476.36447325605
-1187609.14579463,305617.226177638,1209.02110228427
-681556.048570181,492774.059691237,3020.19124619533
-1065345.18725317,423830.275251477,106.834114048545
-923380.411672054,334638.422040115,1145.92719046845
-1065386.81671312,423932.592258914,195.846917107547
-1263119.51027481,245450.713367616,2801.21597341055
-744891.271973117,386036.303654785,2199.6222592923
-1310366.00676021,379029.431754348,472.999340902796
-1310497.57572589,379090.091077757,598.223993291629
-1241356.41534929,331309.977213998,1273.40224869198
-1032809.77362853,458658.198436322,168.258973286336
-955541.780879051,315996.986820317,2507.83672787942
-577165.88967458,601254.42920858,4827.2555198234
-656521.909749182,421717.307799849,2434.48763642718
-944039.00531926,296179.113655279,2979.09535792593
-1104045.72430663,423878.402371844,5674.23889277089
-973985.034130474,551440.819396531,597.437602212589
-854947.623252136,631999.868275695,1666.01607497043
-679871.012972991,477022.475546756,512.80643033811
-956489.45965723,309263.668208703,6628.56830108167
-1047533.8160709,250011.574047042,2254.25073612515
-889535.961732747,364813.295660256,9137.36200576066
-1174464.275916,303146.655618358,361.985952455704
-892976.917198935,363285.597595771,9615.53304279135
-993505.132811182,450332.824524546,128.621201497664
-921693.351258338,336698.78143069,5391.12459672761
-624176.633392487,705017.073343701,3148.34368265829
-990652.369544052,434285.505690632,386.977204820334
-992296.340070227,446650.565813174,934.281056923404
-1193682.48460895,240457.043446946,2894.42929472556
-990897.686541634,443018.021049522,794.963619585405
-1073558.28181382,425261.992544029,370.849956943929
-555655.624766541,874800.114482346,1622.38335102845
-661457.832805739,433814.926190746,487.090623598567
-556921.932901253,871396.857060881,813.930967289123
-1212508.79081668,188384.618341495,560.456728013949
-1310648.62699272,379152.843045124,716.831181739357
-1314042.49976666,373286.761614542,3561.22232625737
-1034356.41092425,455697.180693012,103.619588473791
-1034422.25076794,455668.872893196,168.423673465505
-746429.112948733,367045.014899369,3569.08402405391
-656292.034071024,421602.813241772,6765.66745732802
-1174521.73434736,303071.192500354,377.624696847815
-1213291.93413559,143911.161970036,404.417023771255
-923482.463029443,334604.547234025,974.946509714489
-994668.320247704,435427.242269752,418.926727285521
-972744.473169748,547579.546845968,2079.64411697215
-1200747.42424113,147748.472221554,4036.08178064032
-1047519.35012187,249951.721396482,2303.38256110984
-972683.813786029,547512.203366001,2100.73679451973
-555568.64222199,874583.47422882,1410.06265713687
-1396232.85205161,409245.275672177,5918.0097392582
-1017538.16524875,455411.555055663,68.4343790424308
-745729.545675312,360149.88773165,3352.96523062071
-990830.199876705,434471.982293123,539.430184781738
-972737.760089301,544153.406917128,1064.2290065408
-992058.575900409,446643.251529065,345.612809448282
-957502.718910852,414153.769890663,7231.96503116928
-1047578.86480864,253601.306402324,140.855706985772
-972770.126033752,544115.529342277,351.198827159023
-745510.236654271,360160.600366344,3469.28757000684
-1141182.15564635,407418.577666313,3847.15911204058
-559842.590926912,867802.189979729,2861.35290074411
-991294.687465197,443000.090293225,5235.3666885052
-1017481.07203588,455492.31549429,406.759870472988
-994676.974304801,435315.378614527,947.984910357144
-925570.923659531,473144.177868049,279.747353791825
-627869.829401646,992954.514634376,1603.79887404814
-947631.01077176,437140.089624436,1010.47531948351
-618795.900761601,1000614.7957647,1310.51852876137
-1034508.98641319,455636.340485924,21.2201660366497
-1063118.84023951,239818.49208054,4957.38364948381
-956948.050826699,338261.035283664,2413.16178549234
-725532.379821586,385247.883555848,2151.47549670941
-1212511.80407105,188433.593503434,701.97194212901
-1047522.45997576,249900.34038354,2343.46164551429
-972802.465992131,544077.680387031,401.553735588378
-833555.341746155,598814.935461242,3528.41253005559
-972730.687372075,547623.404782918,2061.32643803162
-556903.057817275,871249.948399578,61.1100101084325
-1315417.09675413,370356.265175729,6748.86399820089
-1141209.54591549,407487.445341813,4145.44268594303
-1315265.20658858,370108.460189679,6836.92166170273
-962248.160169002,413631.57920005,3025.93372090273
-1068421.82302627,395300.236263073,2335.83801696827
-671968.895681203,451998.956822245,1170.62496110116
-987942.742089361,436344.629287075,82.1591165703886
-728071.289547713,389474.188641592,1151.43303343229
-556940.148271501,871350.870865893,824.45496127612
-946127.530263516,440151.829338722,3148.12387521225
-1047558.65847412,253643.240407283,88.9536488984008
-624091.786963278,705071.605377003,3397.70687216767
-1212478.07691489,188469.204658932,797.322329391748
-1414651.9217305,376519.588820398,3028.13971697226
-797995.12177932,590870.915981232,0
-953655.363479619,415496.478122584,8070.47374926653
-1153023.97775361,211308.97436497,5064.86244465106
-703430.48124798,983010.239933691,5937.4922036078
-800403.418336114,588399.692448651,7261.16164179087
-559153.230055092,867057.948565858,1994.259497072
-946060.836326121,440183.923506835,4165.37614410876
-940724.109862495,285829.258656537,472.925389785875
-956861.354892445,413743.090225427,5273.1076784569
-677165.904566346,539683.032632307,197.323284183235
-1068135.9698185,359852.192309732,1004.53836050006
-925529.179543384,473229.781791462,211.229866896768
-745062.767224211,385978.551337886,1937.12182219139
-555825.31337065,874903.451752911,152.511340106972
-989324.20388514,439591.200999439,1534.7304543908
-957874.490782997,414537.32793687,5973.40470909141
-893172.578646292,457002.320358565,742.499993028544
-922540.110004144,334447.271013304,1430.94091866579
-833447.782117528,598818.920678495,3830.39062205497
-989180.572885738,435428.205345895,1527.38478174677
-1152499.74409841,218194.303481054,2631.09769345896
-1414428.87359915,376586.845475565,3003.89298700833
-1138708.00929645,398316.488667178,133.579157500934
-893183.903182905,456956.806651394,610.011178938308
-1152255.09122088,214572.696729846,5972.14237213118
-661371.291736227,583035.326880856,486.176577375935
-746233.503253965,360203.697617035,2351.4588601531
-1047573.60271036,253702.07531928,30.2939891610954
-727098.643586207,388962.307241688,1698.34228751499
-621853.903285464,996249.014351802,1895.50537661737
-1257390.85513992,253463.758828786,7867.19967256487
-576020.863152678,845462.095575202,4420.31752322101
-961554.265382174,334472.450811031,7639.3428436871
-572295.785192448,846569.147204292,1137.26966442604
-1007448.44938296,434466.839815827,2803.63965727767
-724536.640112719,381655.629134606,5164.77241535077
-624807.685921809,994410.93094983,4612.80739444412
-947659.727037446,437099.126889061,927.265947020456
-1268700.11086465,309392.868586313,1714.03201558983
-1278171.1471412,295592.825415026,995.346264644721
-834416.210604491,599280.439220319,4045.31240404452
-802398.576083132,585605.263745585,4407.02116518945
-961512.866028499,334501.716307349,7524.00035844401
-1035711.71128894,452508.280638971,296.74790509636
-624702.081675439,994430.509926064,4887.96830240839
-1200526.8142874,202660.770353274,7651.39418138979
-725608.676371494,385170.60862773,2891.18976435075
-1294018.82606581,399699.614562531,1895.24243000626
-1414686.59452356,376568.695954945,2801.0066269467
-929059.435458913,465873.667888571,23.7786735631449
-1200688.81098135,202673.84215411,5986.41091566022
-674544.27874266,456312.100418178,1244.97882160008
-1068434.2179001,395348.908286906,2378.09830255002
-1068373.9401038,359834.386664059,2919.8822545404
-661403.323731945,583101.698680362,488.622440814805
-929112.619513357,465983.165842104,198.38475808613
-1030614.22660025,458191.618852517,562.5857044324
-572284.671936322,846495.365212117,1071.56802509395
-727555.315949477,388965.782751946,1405.86328146302
-800439.015654031,588365.825726692,3425.25436185034
-661391.519930521,582994.933176956,511.739424238349
-1030633.63784821,458288.371422564,1168.45073826808
-892991.112826532,457005.44411618,847.340044174485
-660641.555208175,430213.085608602,241.1832262647
-989229.609570132,439664.575625035,641.217096550643
-1273292.79994564,304218.706423279,7702.9794734454
-802434.841496569,585669.245479103,4177.7420424952
-662697.355719208,579953.902400616,938.089187219823
-1018131.24188404,452155.121910077,3229.44102244447
-914420.440725082,457585.065879601,765.316179867116
-797851.830345691,590909.040502949,1271.33653356801
-724023.717385871,381452.124576127,2610.34628583049
-572178.719836779,846523.228697006,1002.953842254
-1266398.75804301,312424.58328084,907.983014114361
-1200547.87471839,202716.114656143,7155.27130479976
-901152.433699909,357655.163338003,6057.43821487825
-959565.104156738,337125.965522236,3082.11547653139
-988668.554621641,435171.157740228,2525.81054393881
-949448.663364936,434149.395225713,0.022842827842191
-553980.541184111,877729.99483563,750.698560363675
-1138833.20478113,398335.086697719,114.432448870866
-1271266.45145145,306848.911271066,520.157710608459
-1068146.78017794,359761.432635868,889.875147734477
-1277432.94953017,298835.487662513,4530.25574207638
-1308692.18462542,236175.28302582,5667.3729198
-1032791.14430999,458746.272085697,84.08897721439
-988514.998305764,436046.5469869,646.695598287183
-1268717.52171676,309450.081750002,1028.12650511245
-1268718.48342269,309351.539396809,4378.39593232006
-959425.523288551,337091.744995883,3082.18953456774
-1073657.44074962,425375.49675662,302.177472921964
-674650.712877927,456299.390704108,1393.75662325149
-863678.486758556,376918.685284669,6747.27887256757
-1066597.20467116,212977.616670811,1639.99354379793
-729865.765864877,396907.992784309,211.332048812606
-575961.361349811,845468.747815069,4351.10086098385
-658763.730446656,585373.605259768,399.727899850896
-674363.98102999,456300.529359292,935.642391837956
-974185.021790204,551455.366634432,10.2736560644876
-1308670.17736913,236066.94450114,2438.64618676292
-1408500.20494298,645745.373353722,2224.07566202658
-1073588.62373806,425315.41088852,333.150398756106
-1072356.68331017,435546.600850981,6392.631883441
-1268802.53310135,309290.7783604,3268.09501432233
-959220.089273685,337015.852030495,2834.6600993617
-680432.699422253,484947.585378095,251.026357006369
-1279668.29266151,225258.632608115,4443.70641217257
-662799.405539743,580054.205299975,733.125033473151
-1066613.55494922,212940.295636088,1596.60003108627
-724072.365348595,381503.219410593,5009.48427245871
-583093.708175686,587462.764570385,3.67614570158989
-1072661.21113347,435509.795743902,6661.31683578723
-857696.899745128,677083.513629854,1397.76935603786
-729837.774727206,396855.181906076,284.63039250353
-624930.1360686,730110.327407429,2366.74688117971
-1196840.26425583,210065.659035442,4391.92792686865
-1210353.11224828,144508.088117724,5289.38763772342
-858139.245502775,680941.761623727,1261.19497449126
-988964.46909881,436184.994136165,1113.64153418141
-1273294.85383582,304117.69029361,5225.80539896771
-990663.632766499,434236.967743971,382.982614248385
-727920.015898025,389347.460396783,1096.51663644962
-1032780.48756809,458702.205033151,115.385554687689
-1063922.60344116,218934.080963053,8993.84800792836
-1276774.67934136,227619.940582584,875.737435338397
-1141171.54698682,407359.718577894,3552.4471635843
-1408976.03259812,642105.002419757,180.185521456695
-742272.242386776,411853.116237682,5195.04114200303
-658359.896561168,360725.706533637,4652.13199932498
-678494.549366591,473032.314795756,333.530864852514
-768899.0558523,637991.798841026,8815.80576168038
-1263986.2758704,315696.012693193,1009.60794609014
-1063524.21011764,364235.864741879,7381.29332246263
-857611.917908461,676991.335082631,1394.72523910269
-677549.289246496,472472.995805795,1125.4620973252
-728240.820547278,389776.263538913,2227.05047653037
-955692.13157333,313729.480425492,6204.4112762783
-928440.40230137,467043.51656553,99.0317585149161
-680566.257719513,485092.641852777,419.364017668802
-955532.9648195,309834.846216045,7360.47159891411
-668546.411714986,446914.089809095,435.081475880482
-598353.238374156,969098.673819893,2650.57202228517
-920116.172250912,427802.463207473,4088.82878463343
-863449.023001726,475267.283305731,9228.93164249059
-662640.542128485,580023.917415033,766.250132353644
-1413734.61527222,379867.170407277,3385.04227380873
-1065171.39300553,362789.607744726,3294.8142797493
-635036.955560189,604613.746981789,369.613896972019
-1399701.44724797,604416.410295038,2500.45676444493
-624855.627155602,730114.08739926,3631.42883535142
-1004818.17641882,436764.894830724,297.008878667372
-952978.136668395,277816.339590536,3876.23677301997
-863549.668442094,475342.322514511,9758.26943387335
-1057797.18676894,375218.683144125,862.97188500692
-858769.470346742,684904.75834304,165.481911398107
-797079.456096031,376258.173080533,523.939699997515
-768871.667078716,637872.815692376,8690.24418209515
-920620.951366128,427957.396158882,7028.97171175467
-1388075.85963148,439282.448985451,905.416381697381
-575916.14488215,845488.652559185,4527.38169633269
-626130.206789559,726960.840647814,489.845617032539
-1263754.56076328,315636.66158968,1094.9355871437
-598072.330329235,968934.201936684,3128.77150005073
-857649.387492989,676959.555921801,2087.80839063832
-956200.756608696,313727.25064307,5993.77231726671
-1399891.37279346,394801.784036187,3431.43574699798
-1061244.5100203,447442.672847029,1046.49222509353
-929883.085604783,423617.13043369,930.196899520049
-863368.62734822,475339.705633705,9653.05128840893
-746070.137637763,370627.540464817,691.07687013672
-1277658.08502904,228050.768835231,5413.22366567577
-761589.008572225,340653.932725886,59.8772756190016
-799172.139504504,369829.232782585,2426.0520223533
-626073.499430327,726805.850944183,1238.04746099652
-742261.177372665,411897.739686244,5162.43658341098
-1295989.10664665,257382.472244635,1496.53749118268
-727416.374869367,389543.8522531,917.935558162296
-1030656.48032328,453099.408914364,388.784237064096
-734268.640869887,413264.526309664,559.025362204234
-929722.926543329,462631.603734591,531.546598559527
-1307559.71540674,239295.205321765,1067.03977842586
-1295291.94411169,257015.354162046,1059.55103260736
-738822.911417896,998197.824583392,81.8278493939966
-866382.372110592,472739.545890139,8688.10423859695
-1057448.95240932,378604.904049878,531.720574109947
-586261.087933003,821259.938615496,659.37786573373
-914379.196469884,457672.070886254,1334.64485393397
-1302602.93359775,252846.884675639,3597.02337408536
-626173.092412888,726934.356011343,563.003193347251
-848727.999432032,625601.005529991,47.7388721551958
-585982.019785841,821075.809172126,347.896725977983
-679661.883670863,476700.136800608,613.536012395166
-955638.526689987,313811.105960527,2463.0675864638
-747685.410265164,378765.604999096,1740.75505467087
-1276777.1189369,227669.129433135,901.593758547702
-1148877.43114788,483231.448359284,875.129065092986
-635950.919616657,605171.602750709,1061.90800729479
-666013.312392637,362279.293825478,788.165500742323
-1298289.64780622,395161.724529655,517.258830983747
-1238860.34092227,169694.253447705,907.26374227661
-854300.922572939,382346.105655073,9349.19735898095
-742051.810408832,415244.614279874,1702.18357499843
-1408998.63274983,642158.296091405,213.504821671507
-913410.846232164,433210.785805326,3211.32490655173
-727358.26929295,389625.118683936,630.189356714401
-742268.974646438,411947.080371824,5128.27612514301
-1113450.8294531,370427.093805676,1404.6605477593
-1315415.5514623,370404.833041339,6689.87312232061
-1057319.98173997,378540.068081529,209.628719870658
-956204.662683764,313681.578378379,6018.08396190686
-1057771.50404512,375262.209811239,937.893916732863
-1061216.36373049,447483.395776537,936.844211343105
-923178.059334111,426800.474495825,4649.21513650666
-925614.571559436,473210.137015209,306.113056502906
-1065069.10178674,362823.278667516,3412.3059700097
-747675.611478762,378715.62344601,1646.61227694396
-1188560.985756,307716.944173263,855.33578863671
-1295239.54781781,257041.778698417,1057.66762558378
-702588.737672167,982279.488263789,217.15803529617
-747627.69116856,378657.966899331,1624.86067380872
-920401.939991514,427956.404936468,5712.68211309286
-1037010.26140848,449386.412996967,531.93736455641
-742002.877908693,415280.350034495,1739.7837684748
-954944.116018689,309528.851534427,7385.89020317837
-1149010.99811621,483165.980279301,1048.35470042925
-673394.390132154,370553.376168768,1684.20501962561
-762826.210016759,341629.599602645,2458.80902789303
-635450.385681964,604790.556041244,409.016695207205
-1057726.48534842,375303.066135918,1006.38794116749
-1057403.66705458,378504.494995444,435.707927152223
-1026466.55917465,253925.248880622,395.468819308851
-747043.078454578,364046.817316799,160.953984666513
-955695.443227086,313792.153645207,2146.95626281082
-608884.195379504,675083.745868816,4.54031717346742
-988446.677630355,434956.477275342,2313.3295348129
-747640.882802561,367515.288639259,1907.62669953942
-665841.608804463,362148.476169365,171.52727959329
-1149001.63701162,483210.701690819,1025.82814304646
-590608.926845999,1003331.57389687,1547.06882121102
-742081.848725108,415204.277203045,1733.09997161265
-1071452.92380083,461550.960675897,80.4991587196304
-616011.404607446,688593.557189101,1401.10957905471
-854331.23056402,382398.815930497,8968.79676560466
-1060882.05819699,447462.214122948,1059.52796958216
-820933.766944856,410549.887715744,6548.43564515632
-858654.253016859,479600.557088271,367.552908622594
-730134.646492014,371867.646351003,3093.12909105818
-958258.733571275,337702.268840113,1873.69385481678
-1119167.80911327,374518.526851174,1262.50001053774
-628673.052554475,724711.793842445,2358.66805272498
-747490.122537369,367581.194889778,1915.82647240189
-747326.651133806,367503.362665074,2140.92291579133
-1150954.9067581,193476.372228491,3127.03765304374
-952935.721825209,277851.435075414,3919.02458690236
-953032.281620964,277799.442469193,3890.65511127994
-819574.862005984,417016.973084545,4196.46451980947
-608974.40975321,675088.563805758,71.6316460483504
-1277049.70306607,392883.510427998,3248.49633957359
-604604.485181379,652814.059334693,5502.11679167272
-955381.499489399,313709.177786506,6351.04849077685
-1118984.3858516,374403.729720767,673.082382683606
-760354.493657165,344208.91092437,8094.37443917218
-955267.448422833,309785.004042835,7633.3949039957
-1412124.33982168,383051.617221363,6894.6915756742
-1302329.21224165,252686.705042912,3196.96089112917
-1144944.80346098,479022.624485602,277.710275528925
-625355.48096072,727431.516311007,1415.72197211772
-1263698.68220684,315587.647246044,9791.34356359617
-792940.054049863,391193.903687031,1282.29868202231
-730610.166480582,371869.363301924,3421.60570191258
-1062201.75554228,239859.228892863,5712.06417683988
-670098.60016079,366473.658485868,1.63186638804568
-1399978.32409425,394911.78500883,3681.61534280711
-665908.413231512,362210.055818778,342.390149581759
-747168.523438548,364116.392561581,220.357041836196
-848728.923547626,625503.150778532,229.621831234481
-1205212.83404669,267979.926975465,1364.83542375388
-860456.60254551,380031.127546861,3800.38382026064
-1302729.35415782,252792.581474128,3623.92488064123
-679365.081984444,476547.245144556,470.45735557101
-1412053.66451716,382952.369638137,6901.74156823892
-926746.703294036,425263.322872165,1291.88311916077
-1140654.63374147,403203.738268585,11.2193427214923
-628619.881271029,724618.786127202,2403.99921343409
-668960.63492667,447086.693580966,2449.98996785507
-1171136.5750542,481116.287732309,274.968791493979
-1026521.69029516,253901.553751436,416.451068362995
-1197621.82518999,255602.661668173,768.952488299216
-793110.993335194,391135.113399841,1588.6285305671
-1153311.56974154,197246.650869273,8549.66357135881
-679435.530181397,476522.188802056,514.680308041382
-820900.265009856,413927.177599707,5241.14203240839
-1409021.26102591,642211.656036609,251.984467507863
-1299257.05787893,395550.755133629,7634.86205956998
-747255.755560309,364178.789319459,1957.37056004019
-1297528.03876168,254421.013163216,4232.59545164645
-670973.858185042,366556.829607182,105.039238710198
-1297688.99819172,254385.833425687,4151.26343710797
-623832.040145133,730405.13332343,199.938825139782
-621536.16042029,732818.503264897,51.4144022942178
-1062084.96480831,239904.704513346,4898.20318925158
-793005.584708506,391169.634330508,1384.49121674377
-628535.036921873,724503.136888424,2452.0715230166
-878044.105434926,509448.873553177,5164.41488853735
-913487.10706448,433134.290340233,2682.10867807212
-913691.756328743,458698.739963479,599.829996249792
-769877.994032538,633488.966477777,956.283437632483
-858102.236901644,482833.656516706,420.316739389929
-1198281.43305932,206772.327957278,4569.17044169539
-913948.399971464,458716.316675526,1341.00142079987
-793108.770467987,391639.498390755,1058.89419826886
-609167.469697862,676153.282327626,2652.41623488684
-966420.812986336,415022.274812108,423.499914384047
-1113978.80249531,370453.806877753,1639.17140212825
-677157.626768299,472237.819296581,3252.41710185239
-1036971.16994081,449284.538414321,678.382421014571
-669702.174863526,561968.900175312,3199.40519332049
-865075.145685629,377575.249333883,9200.95159627007
-1170992.99939522,481038.404593411,1016.46774645318
-794205.599327575,379644.112473797,5164.0357529227
-860612.961387236,380154.187661205,4080.34875708049
-1038014.5727187,430892.694244837,2535.78414470776
-1198339.11629857,206723.682471518,6268.42951872539
-832965.20355187,389933.850425828,345.016269153023
-1065663.54596749,215749.55825149,4586.3832578008
-1406960.39450919,663753.991523994,626.02844242483
-621324.258064812,732779.319546729,47.6943076322568
-1141102.85636078,257732.677819491,1214.69915525674
-1399361.66933481,605263.610777491,769.657188669583
-1141998.3041622,254395.654303598,3628.06243125225
-1267807.35437745,239169.502171154,7683.41218012444
-1198301.89954214,206819.386477607,4545.94968111197
-1155046.60274209,436048.483656239,887.958999292242
-608662.081074442,347707.346580162,2863.0895102001
-913572.803902246,433199.164514584,3695.16315605328
-1141179.93290314,257779.882907993,540.840170815477
-669974.502056918,366401.218225182,48.9257709700596
-946042.848746905,282746.301334088,3454.11857704939
-635051.056874628,599056.318389619,6022.62670208141
-913907.902660321,458798.579166942,639.806147934797
-1361643.76035656,327280.165382981,206.457718495424
-1108175.63673576,275512.981153652,398.990156900897
-857521.61911177,680694.528248438,222.748414837394
-1144858.56092874,478957.526994976,255.899988519075
-1193191.37062866,229704.936945636,2644.69795226636
-858324.14833216,682828.984224947,2153.83411858912
-758030.122407526,679881.765932827,1617.30452365176
-928744.288634909,465848.811684411,1781.1515703629
-1297654.09022014,254421.277466397,4002.42047209059
-1065662.79635271,215703.64147646,4693.20164011812
-1037660.53748724,430873.748971217,606.20086309714
-769857.432914889,633530.318822452,992.199520487765
-959495.7962265,413991.84020163,3635.13410683811
-955838.046410868,306271.64357121,8454.28758269963
-769863.690255074,633430.229122664,919.315401664047
-975665.036329132,422434.688526681,1947.47608294477
-1066047.52789051,214701.253416964,3735.35093008347
-1111393.86174207,431927.342715429,4667.25398828246
-746174.117340944,370600.357701337,820.726757397801
-1263210.49624772,379986.852246272,1396.27962448655
-858183.305992626,482904.816341421,543.429528824417
-608672.552350956,347755.137710478,3636.77163797595
-958875.357796184,267233.689369025,6830.3801137402
-609143.582107544,676084.078797751,464.17082823185
-615802.979747852,1007896.79317408,809.174454214329
-675437.63649574,552068.285247577,1020.71152685629
-1294439.50650332,257542.276963448,704.659892171205
-1144810.62558253,478900.269155893,231.269759824795
-960508.947888205,335210.398880959,3065.29471310796
-678261.431169853,515346.289954399,1300.05168085062
-879115.387132801,509875.035584184,963.036585611866
-741053.42846011,392699.84194208,3647.109550956
-975405.67364448,422337.324415477,1926.60576625748
-1415942.20559891,375246.646509507,3809.43914918819
-1146168.50070287,238063.762194252,9551.26032940745
-1037850.77179093,430813.532777144,2545.82126336173
-1174834.87890756,303587.997862102,934.231365125754
-741082.798535657,392658.876660226,3658.32649044832
-937933.955763362,453905.607418637,2527.60506735721
-635132.172041767,599152.069571233,5924.52015585616
-1110357.69921127,368201.606359371,158.255915261727
-930137.352472744,423702.157518843,978.800476128826
-1175346.48314657,303574.51817542,1276.93954299063
-625036.421394698,730129.094291662,2525.40978213709
-824472.003851883,397748.302484585,5438.49313628511
-1064517.92355086,448196.522061551,0.364784923334146
-1202299.04737786,199105.809132977,0
-1146133.52857672,238146.151803376,9421.38694986651
-609595.870036047,961325.149469287,2559.35191290344
-1397453.36913534,407559.195391012,3511.28514801539
-859809.990651245,479880.011623702,2163.64522766702
-1049632.89587234,215960.269265897,993.660749433845
-1399287.11580349,605161.290316647,3540.41544100016
-881812.16378727,459850.914853726,100.736250387089
-1030080.60251065,253555.429385112,1512.17270937756
-875803.333626427,465029.029925003,8000.59655048503
-858344.82884173,682787.609151911,4616.48889323739
-1277060.98809214,392791.86953437,1253.40967364688
-1175563.83144613,303542.556882266,1373.8098833965
-1154513.98727557,200616.61253284,4170.61051094797
-760127.620927935,343672.730832792,7471.83988128752
-795908.906135671,375953.065314165,1328.07730379715
-1063412.82877076,427174.322635781,6301.15037342909
-768390.62408823,636391.823332094,594.196125205156
-645346.436239984,408098.149306484,2796.65357042499
-625016.321886255,727302.582614247,2796.76569654311
-931348.031763381,423158.337584548,582.793696184447
-1155139.01074473,200516.381688212,2846.81288583429
-890376.359200074,522955.226021739,981.344800193737
-671954.365875891,557682.142005332,388.049300978424
-671973.191367928,557640.910665545,414.329955183561
-1372006.75036017,456487.187669699,274.377298808003
-866271.781262745,377738.638585051,5550.87393917357
-731672.518058404,409269.098641071,2698.00118637496
-678350.924799649,515331.828309187,9316.57595473984
-1009199.31562011,258585.605371067,100.825734861713
-975598.800505303,422469.808018643,2185.25367609122
-760113.64139163,343719.746298911,7660.04042951183
-575440.939196843,595669.597281795,157.170885528434
-1038978.77928564,446358.924412146,2481.30958299364
-1065958.75342603,214611.750360858,3620.94864474155
-1453504.06276116,735437.397652995,2254.71186504568
-931297.544912973,423063.865576587,683.26857931331
-1037000.27798007,449337.417120415,601.161516125742
-1313974.32968554,373378.099946056,3410.86547148009
-934722.86969007,421625.953498293,1520.34165279871
-609580.982998471,961176.059436673,1908.66966079117
-924797.601946916,480361.432662588,21.7046391329143
-768456.612692666,636477.881731361,3454.02598790695
-1281486.84629696,287286.733840444,944.044254256033
-768505.214362733,636555.154309088,3653.72604135248
-1008660.21828664,258269.76030196,325.255017507225
-1110135.62610744,368083.803898288,3813.48351767088
-917073.99049428,452376.357491028,564.941084842447
-1253668.02129241,144607.254103212,1018.99478510537
-1372058.06250324,456541.081267047,585.338775930187
-966862.068837571,415283.939149043,1959.32778185768
-863565.01554401,494573.232812181,1389.22656745334
-916970.594452713,452305.012690502,753.327685684959
-1368921.94499929,489938.793810083,3347.33942992264
-858395.85013282,480511.231953862,1328.99925969795
-1002703.0096229,258855.117369208,31.9387028878827
-878411.910215335,462337.567826875,4230.70513106117
-917063.518495895,452421.11054035,563.237279708968
-934591.348360146,421412.730556815,1281.7534829538
-878419.28758894,462386.817666084,4382.90623836042
-1172105.48559671,484608.909975902,2161.1518572499
-952531.593246536,278736.963406505,4099.93353040781
-931367.447594216,423229.304213254,532.461954942389
-934805.453792198,421669.457550472,4512.46780685243
-1302486.68628879,389910.84864414,1201.32088332259
-618851.223945495,1000535.82242816,1325.86604377449
-845171.399631544,386415.863255071,2644.87042560055
-588778.204806038,1006318.65968559,1048.03669374975
-757803.29918278,679809.028698424,1619.30220291279
-916710.019124278,450081.857393115,3612.24686795122
-934758.233630109,421705.665800786,4264.00068232031
-671776.218469388,557650.805523818,325.185357617802
-735989.108193015,414093.471755433,374.42535880263
-652267.706348174,587099.334618583,2549.35641237591
-878479.929040111,462307.980780805,4157.31181808709
-725630.997300448,385066.621412272,3300.82302284091
-609397.675860874,961054.915672953,2048.99811404247
-664250.775945524,571522.938779935,453.610920054862
-1155130.73195499,436020.641005061,1020.90522028758
-741210.650285827,415414.343393903,1947.08374950016
-731117.362446279,367875.194869804,1835.70178313003
-1109878.13520165,368099.342874778,6668.25360516553
-725442.602405539,385010.91022035,1739.72848820929
-731711.008780995,409326.029122106,2309.29848670335
-724619.171871084,379612.657796219,5088.52576832255
-881880.191588216,459821.26539894,40.2207593978873
-1049439.35944677,216054.532533354,854.092915789525
-736023.592362085,414195.027555327,114.429064619412
-1284092.92910788,284107.781466045,49.1139698655432
-820238.254876334,415209.736944909,8017.64664824375
-741124.201261884,415438.970138976,1875.48316943094
-890368.277685684,522853.010761772,1073.64166611635
-680712.26815967,512767.460891046,2744.89440207443
-945819.632398098,282508.832602009,3498.96009195484
-724419.177841172,379484.48931249,5011.26329322521
-869932.525451361,374087.803634747,1314.67102648218
-929729.933977148,424004.463655059,1542.09195921333
-934672.629057338,421531.143598189,1407.17740980143
-634798.272317843,595121.23377699,3012.33157397251
-1009016.2222173,258387.540429774,38.0053344572905
-934634.627350965,421726.349444078,1676.16308419161
-1137236.20513489,394813.495154107,145.871911410763
-1066066.83849568,214607.539651568,3666.05635351917
-741585.722980612,400309.584564581,3544.71092049984
-894021.809256205,456107.362913054,85.1641791856512
-1294497.2419799,257586.204092371,721.599089654585
-1193269.00940277,229612.640871248,3969.85148048092
-1155196.01436103,200420.211039889,2826.03338869682
-1138665.32367356,398407.340293964,14.1358296643873
-1284290.2356804,284069.246470305,3246.38366607408
-923793.502374539,497954.254730996,5104.99572464544
-959646.546244887,414149.362887056,3601.59730574478
-794562.537511034,383626.402283556,6749.61937319369
-588769.83686673,1006378.73813684,1141.53162860395
-1294731.22941059,257636.814472524,45.0749798275452
-700472.30590343,356690.262801671,3419.51171970078
-857439.98832714,680551.520405895,186.277127982894
-635227.334255232,599098.00678166,6150.72025309824
