Dataset including locations of surface slope breaks displaced upstream from flexural grounding line
Column 1: x-position (meters) on South Polar stereographic projection
Column 2: y-position (meters) on South Polar stereographic projection
Column 3: Displacement (meters) of surface slope break (Ib) from flexural grounding line (F)

x(m),y(m),displacement(m)
-501500.370256245,1708117.09643186,1971.45493602022
-598097.894027255,1606555.57885621,79.9697692016939
-473684.569182304,1690063.60784041,5265.38414798602
-494922.088747358,1694994.35817,136.414848375171
-501475.287891726,1708260.52216525,1382.03667416062
-488863.957242572,1708760.69752694,4.2832196621788
-468546.77858655,1642010.9465222,774.887900813434
-600772.870391629,1609483.62328638,3891.20517400532
-479817.295035173,1791766.48477354,956.392486290796
-455875.453641956,1673422.20004404,1478.61523385606
-625866.227551183,1673790.14739414,0
-459719.108898806,1704982.67849568,1426.09083921516
-492326.82048775,1709404.79851772,8538.19172682431
-492312.012648243,1709626.21874902,7398.79858852407
-529137.440288668,1817089.93047371,2157.33830558929
-531189.20249243,1830673.35166294,4116.2244527861
-478016.07642215,1687900.73854524,2135.02906486593
-517566.82081396,1558182.75439629,570.059799612221
-502355.145355515,1637843.31979475,875.055461826642
-493634.976982563,1709780.47499022,2038.47808788693
-471471.092927308,1791971.67403645,1.89982784339883
-475418.168110872,1643342.77244506,905.976207673587
-454928.584825664,1664709.0682285,1253.47741303402
-595343.243316542,1585884.7138743,806.211703803595
-469882.539474589,1792331.0602182,815.465416128341
-602538.958728718,1611421.05834263,4150.39898606163
-494873.960595521,1694981.21812152,97.9957063579469
-519698.319108388,1557295.42899566,5834.76154806898
-505471.308295915,1636731.28349535,3501.9394500165
-453258.172327804,1650738.49368448,1496.34754229385
-491939.338314855,1698088.99743332,271.785826454394
-443925.752767094,1695368.45207719,1736.26196749111
-501416.108457104,1708169.30775194,3636.52127171023
-592291.078384916,1587167.53654599,1207.00989050303
-503005.256520447,1637961.94357191,1112.59368831595
-498167.717379398,1639234.4111962,962.93340816739
-754851.007639905,1094504.13023197,51.0463150617454
-475430.139846564,1643082.39977194,652.167186723665
-473767.483126447,1689993.25927409,7172.92811514732
-467474.868802529,1641407.43715984,308.20225941659
-755038.895615364,1094805.82493142,3085.78191551129
-488780.853727131,1708831.87629478,91.1857081686046
-600900.504673819,1609525.59915138,3941.19730550884
-487725.286406763,1700800.63301937,54.5447314409355
-479903.455412835,1791708.55640712,542.844510239062
-603616.597215494,1611974.58322966,1646.29251048657
-494323.874138076,1691089.21777675,38.8574504480358
-526058.406866168,1819186.38855746,51.215215356434
-628993.322355381,1618439.42514999,161.549159641173
-492269.069532891,1709652.03133442,7134.57952381917
-531055.283499432,1830047.10220268,1519.57208116597
-484237.272147043,1643476.26126157,686.034052380582
-455930.8066433,1673495.11832006,1205.69267595681
-497464.845641453,1689467.77168167,1265.73586660231
-498070.161889653,1639214.39915107,966.825310772849
-483179.775506954,1643095.32233561,158.609093924862
-453564.917753244,1710285.76117574,1097.26747005378
-517428.480295766,1557700.41233351,1093.04118970096
-513979.511908247,1591363.48466629,254.959020785847
-502272.58174817,1637915.74095639,1361.74711470555
-509800.549405937,1710184.59852948,477.998925065653
-753353.063426249,1094831.70319539,41.3749465873278
-592104.306762417,1594439.2934645,697.748661973716
-500235.484557847,1709077.46002514,3741.35395697935
-513267.42377801,1563150.32631001,93.9425627762827
-514301.246556938,1589589.24924435,1037.18323357317
-750914.067511242,1092227.72457821,295.83582421293
-454818.295280759,1664563.23131294,1433.73207059813
-475556.954674188,1643682.52384148,2969.30777145336
-615697.489937829,1636317.56087921,28.003496554817
-602251.677926955,1610513.7419664,0
-506077.862434344,1636643.01675978,499.238041452578
-509785.497198836,1634146.50461589,538.920601648579
-478857.057894706,1642999.90005406,2027.60183210898
-498810.183390957,1639238.74535026,1927.69888420388
-504737.499049943,1707785.58189535,3926.8374197276
-499056.298252301,1691983.34254534,264.756031094396
-512720.73311656,1632658.25216308,166.920386547776
-481364.910299039,1687716.18754042,5222.5470748301
-534358.050174832,1817406.37583522,90.6512453930244
-580261.801335836,1449382.53077388,3600.85613150126
-473714.680235587,1689940.2865723,4879.29716955233
-456042.699586536,1665138.25099211,4974.63495821638
-591736.456580656,1592966.70175726,1956.20082405007
-488821.051152162,1708786.50066295,43.127215215311
-526721.13209096,1823975.3298687,133.352395969599
-453519.363843738,1710291.14925081,1100.41936659098
-468571.101534515,1641848.48811929,580.832836525679
-497813.561589743,1691932.08017847,726.326771994011
-529073.380654332,1816959.20250991,1547.0021809138
-499012.464361879,1638690.13126782,894.450738117105
-497882.464805927,1692081.9277091,715.317133452281
-509109.081176384,1635234.24569004,544.752604706497
-492073.203515887,1643706.958496,96.1717546804525
-481403.337680064,1687651.32521459,4330.20221429359
-592370.155251619,1587213.93387822,1537.19480948068
-519043.252949969,1536458.94841437,2010.57891059612
-512744.684467121,1632602.78571803,227.021710318935
-595459.445532128,1586000.70147764,552.736604673042
-597022.309005455,1585929.74233057,1426.68500069497
-597871.850271789,1585567.24945877,2295.66761485244
-520372.928388515,1556129.65548179,304.489162495156
-495579.649495604,1640222.76878012,616.183824940267
-875503.371433385,-1264855.26474127,243.979844873086
-955328.957026963,-1271767.40910755,47.580148886864
-886872.312477957,-1284149.20466716,340.836823827928
-977272.851859124,-1209567.24994386,347.954739832543
-875423.204578705,-1264704.73957,274.203461390292
-986378.843114253,-1217142.76462244,3428.20716005935
-893757.911975579,-1293517.49845924,197.307742438549
-886781.761229757,-1284170.78689263,589.079301554955
-873876.801722816,-1267904.15862898,193.410586840582
-873963.636083784,-1267929.95831758,124.48284459073
-873844.06102901,-1267935.42323016,198.242432452012
-870538.931962505,-1269162.12410067,1236.14743812832
-887648.090450646,-1282375.04294853,1864.74028230779
-882087.77782614,-1286604.02143914,3106.67037124033
-868060.26354133,-1271790.51222648,1219.28908542398
-870348.758151349,-1269361.07595313,1271.98989740022
-870384.037522409,-1269329.72445729,1244.17458484325
-877401.933208463,-1264508.83059368,656.446756598895
-886831.297982194,-1284168.85592394,415.183513042348
-881430.317442905,-1291246.36854469,999.394503685875
-915678.034183183,-1271028.57873653,9.10562945006517
-871700.081258007,-1268637.11768417,1951.36422577161
-875458.859983215,-1264677.569691,272.899770307939
2264377.65181028,-1005391.58537633,634.227677132949
2264401.69754023,-1005350.89979869,674.952481681971
2160521.76531137,-1273208.7186763,1885.88673423178
2160577.925781,-1273134.49133701,2141.0062211186
2238982.70135618,-1152829.54860052,1194.1932136869
2579296.71128326,-319080.912630029,2907.83046022222
2287515.33464994,-1071926.25122872,1213.05365245165
2128403.99184734,-1453140.54844194,1432.93377123512
2568026.56233921,-323363.629533397,1259.40426476981
2637184.025978,-486144.751461152,1791.29922326987
2567976.47591437,-323398.761714384,1052.12087940669
2238975.65268387,-1152767.51953618,1269.72043321998
2569530.86990966,-316717.914841779,272.055553482445
2568004.98334355,-323452.809354714,1024.67441427803
2570220.4988137,-320485.825353662,968.013274747957
2570231.52762492,-320440.235582652,1112.26356407594
2129732.05468257,-1451651.75263295,17.1998675186968
2128359.27175468,-1453161.39654458,1370.69868630301
2570222.90425355,-320389.915339639,1381.8596557963
2128448.72986663,-1453119.67889618,8.73439841939372
2579457.71064265,-322625.202070786,824.018603854558
2257803.2461041,-1135256.99209343,3695.32395667684
2584189.04463984,-318589.465659929,1.51040036556828
2134901.38038803,-1443505.97593229,58.9521787039563
2132879.45645653,-1447892.91467188,8078.07238743987
2237955.52504227,-1157543.95430282,360.800686931296
2264314.58226036,-1065563.21884724,4003.66232714267
2264223.15812563,-1065582.17444469,7587.49058221988
2129776.68686704,-1451569.05898173,136.907530121358
2244849.08899116,-1163273.5327928,296.41759571791
2242982.34322436,-1137736.9508635,4487.64242038581
2243056.86784639,-1137843.57040366,4335.33429543748
2258276.05520854,-1134222.68596547,1333.5324189009
2244832.54779219,-1163316.90871995,284.788859297857
2190032.56596897,-1214667.33719319,92.3436312157075
2190031.46333966,-1214617.22946017,46.3801146788591
2240762.37283441,-1132249.3373223,1017.45550569996
2560847.05536149,-246779.873952817,2137.59327451113
2240772.10294122,-1132198.07096106,1159.10934165869
2250651.4942464,-1138791.80592951,2401.71807845138
2250610.54040728,-1138707.49406729,2397.67975965532
2250586.53450118,-1138634.1185617,2360.71883542846
2258318.9263379,-1134194.07589294,1416.37612166655
2288483.68192671,-1015652.04907529,1430.69921558316
2191181.49424968,-1210303.69539528,94.1495710418754
2243386.3401494,-1138412.27128777,5300.65405911308
2559566.1851234,-329916.239486478,138.399660101073
2410349.83777129,-870364.620633643,12.156166280418
2238310.79904408,-1152235.52676976,1796.18191851651
2243367.22837838,-1138504.78029946,6531.62078321311
2290535.03872907,-1020813.49710835,6005.71555583866
2249951.15576117,-1136051.41566043,52.2130359389357
2191122.56097445,-1210181.44222709,0.337688090001099
2191420.15192001,-1206735.21935687,1257.69376082396
2586926.50735403,-324431.893444609,3401.34773748859
2586844.76339595,-324511.617186119,3324.02616094613
2586777.49674387,-324445.697442976,3756.75145315307
2238908.12214024,-1156141.05240792,1075.83857050633
2287052.21112326,-1073302.55185987,165.472413078135
2297409.63150493,-1101053.0661794,3193.53653818491
2601436.59427722,-307292.668521803,1177.92947532095
2244746.83801078,-1121239.88026899,1396.83960721849
2207690.42740984,-1201050.7334979,4295.05437072653
2559513.5989573,-298492.648260947,152.748581704832
2562193.15505022,-363003.793428391,1969.20484309662
2602926.04134881,-295070.277129116,1466.3657022553
2290289.13354035,-1042069.66683572,1905.0498883288
2565913.96061661,-368439.638881477,1810.78000771977
2250254.17227587,-1119456.29409949,2813.39009535478
2250630.67562191,-1125099.87172531,663.490858437846
2251462.38439084,-1116187.98424827,621.842268956046
2567827.73990574,-315021.762456778,2537.72972926275
2262989.48298105,-1008570.31139013,972.102549268883
2643805.34859994,-350659.8895187,620.909269823473
2558386.09999156,-295040.766870889,5457.43929963705
2601664.10114804,-307296.96263452,912.897827791492
2207354.98741258,-1201020.06939221,935.171695389026
2560914.82841297,-297853.81742156,6792.15945237216
2402520.55618228,-874239.493289603,4297.261654393
2287223.7160518,-1071797.07726429,114.136909904617
2130324.07039512,-1450301.25642376,1698.9070552173
2192790.4463257,-1272508.67263034,4907.05026841892
2559432.82635182,-298446.098273553,94.8748112712227
2168638.86862443,-1237431.50984195,2255.09715886316
2172717.15008821,-1207451.20080914,7428.16902528059
2244762.67215061,-1121362.92019288,3156.21975502132
2251436.73135947,-1116227.5388327,670.114298398355
2558547.6371602,-295132.99622114,3907.20786134787
2602305.09853586,-300449.288883561,1365.59902676201
2256610.98556877,-1131297.83795636,2689.91208096494
2291149.73534668,-1059060.48353741,3506.40265372237
2267641.81018741,-1003432.03747673,1273.00294790634
2632809.00847435,-620950.052586362,2849.44791284325
2250629.65263094,-1125211.84954224,507.776908958902
2558588.08839943,-295086.938137722,3815.62482419772
2250348.3156896,-1119630.14441093,2126.09885886078
2192680.07935021,-1272357.57213514,0
2267707.44342601,-1003360.57918917,1354.93062526062
2251394.15088033,-1116256.14504671,716.118622990748
2559614.5784577,-298538.939834841,283.584668023933
2267665.94911204,-1003391.18875971,1310.80622905005
2207672.30245217,-1201095.73233073,4139.6666186498
2287063.16626086,-1073206.3870658,588.086140659384
2601497.77303742,-307208.464548754,2148.48648420525
2567787.77253979,-314974.80349084,2646.40134778283
2244704.20358024,-1121268.19305432,1928.77316736121
2558531.04212354,-291683.10722575,378.829342847048
2188708.30840574,-1200286.11274263,2493.40297834529
2167361.0729076,-1240350.05011385,3242.97612787546
2168639.66471193,-1237481.25488444,2155.66658123267
2643793.66041504,-350706.920533432,673.877064611161
2250348.31746964,-1119573.77802963,202.263186143913
2567747.80445488,-314927.891857072,3589.61974762284
2118902.57379343,811408.713801795,1182.86387361893
2095284.23853435,802181.990762653,75.1453991229162
2104884.86933327,811376.674293191,3320.45128196411
2118084.55299328,807752.590822475,1006.52281602982
1860196.56251452,684821.341427985,636.159043473036
1981759.92031525,660955.900427754,71.4302303623722
1797886.62544884,687928.48830115,3292.80927584424
1843532.91541999,678974.400874287,168.194644225321
1903734.48078612,757047.37083854,1637.74722899745
2009388.78552988,827679.193391104,2326.45866972622
2021690.65001993,665951.257866724,719.24975297436
1799624.29737976,682962.829179181,19.9561214729143
2051504.98413685,823931.369896427,98.1148697788051
1999561.42915645,791419.777893616,2645.40293726495
2093552.40606861,808960.008583187,58.6624907610305
2118541.5978423,635398.150734221,170.092409155798
2041122.53444961,799456.498218341,517.2702632225
1809243.85360448,705617.514834046,1235.26830830557
2046847.92319515,813814.898743747,5437.64294373117
1991191.51101614,656002.488693731,210.132235650266
1988723.73769781,808551.611782286,1607.76267754301
1797611.217219,693874.326833486,4505.50022585794
1939126.49491276,746696.869838248,1135.41330581919
2083423.68346058,792256.366192379,36.3575014711647
1971422.84589293,768657.296342293,1060.04830748684
1851371.3389114,679352.087993195,3561.68634948544
1843528.85536095,679024.415904071,123.495895701118
2017924.97520985,661100.213685383,132.998944226924
1973690.57096078,768521.783231254,506.311165520386
1881406.84360202,656101.423286053,95.0866949111999
1922155.9576169,752167.434989547,6911.44752847679
1937059.16569925,746985.82960841,1779.03954513577
2071688.45952269,789621.047201285,222.427159616137
2050661.35042466,823516.113122003,2318.57170302593
1921020.55736573,655018.962848968,2989.99905319292
1869959.64660297,656164.808942105,603.676435447607
1818085.40521383,673131.413075294,550.968196471264
2095158.62963092,805947.125577395,57.1925027308926
1804689.34760957,705499.472602705,3036.82129012119
2040371.25638197,661972.047697795,1160.43919918513
2095317.89956928,798360.06893071,306.869086948859
1885468.42645408,654435.196975007,5094.4011455621
2190204.73246864,814494.019146696,1426.47661682023
1879473.36777117,658205.429021569,515.724603970814
2152063.04462222,812607.292040288,13.5182201664546
2117972.18353189,800663.683671188,7710.82597823585
2177299.57415179,806345.793745569,1555.96542547276
1952182.53597186,779730.217028758,1073.60616081
2044517.13070003,792803.046835872,45.2842036634793
2124434.99281895,795227.953310579,326.142068401804
1924312.78076096,661613.493348494,3994.18429412811
1981911.47630374,660340.215824031,138.183068764074
2094863.83521548,798556.642161476,347.281155857785
2104873.24363375,811422.999462694,3310.96003195912
1909527.03441753,753150.236213395,2655.12407396528
2094974.53030451,790606.037373805,3844.58650603025
2042973.05283085,800568.31468513,2552.72334808384
2159250.09635958,807168.608479206,4667.38931977789
1784660.90642947,710194.808027619,5941.87079609428
2124504.68701818,791861.76830251,138.273793774826
2177814.94535405,804619.099970651,60.2251900047403
1859856.94720272,684793.179623227,190.395674300257
2166936.26000656,801038.254903288,77.9745362706133
2000800.23800918,825345.652150983,0.194748706128366
